item_name,qty_share_start,price_start,qty_share_end,price_end,price_change,qty_share_change,pre_behavior,price_chg_pre,qs_chg_pre
Household linens,0.002717557430887178,95.555,0.0036056873881138178,92.872,-2.807807022133857,0.08881299572266396,Moderate price change pre-2020,-11.613989325785534,0.039553789607592746
Spirits,0.002747058976836006,99.639,0.002839169213010214,111.496,11.89995885145374,0.009211023617420808,Moderate price change pre-2020,-0.8823587927501375,0.04330756405979516
"Land-line telephone services, local charges",0.0019106247516710996,108.181,5.816368207989882e-4,138.80800000000002,28.31088638485504,-0.13289879308721114,Luxury-like pre-2020,12.457768953293758,-0.1493823784085191
Lotteries,0.0024437598320320515,105.511,0.0039728049266853065,132.599,25.673152562292078,0.1529045094653255,Luxury-like pre-2020,9.472821406708775,-0.017446680207852804
Other fuels,0.0025588836808783377,103.07,0.002335304399154236,126.247,22.486659551760944,-0.022357928172410176,Moderate price change pre-2020,-0.29504232164450084,0.03174194424176505
Lubricants and fluids,0.0020233991342144004,109.69,0.0018735218358987013,130.254,18.747378977117336,-0.014987729831569905,Luxury-like pre-2020,10.414317925591888,-0.06850207113740471
Luggage and similar personal items (part of 119),0.002658457453781153,98.121,0.0032109358383147035,111.023,13.149071044934324,0.05524783845335503,Moderate price change pre-2020,-8.993860023372724,0.0229454299476559
Outdoor equipment and supplies,0.0026436340169004612,101.865,0.002604831194666601,127.064,24.73764295881804,-0.00388028222338601,Moderate price change pre-2020,0.42589689745939907,0.0626713869844104
Meals and nonalcoholic beverages,0.002565932079787294,107.091,0.0023858832565425785,145.436,35.80599676910292,-0.01800488232447154,Necessity-like pre-2020,14.010284144744546,-0.004845595775395837
Newspapers and periodicals,0.0026761874469129606,112.768,0.0037672030737517103,135.695,20.331122304199756,0.10910156268387496,Necessity-like pre-2020,17.95939288067867,0.021357586077475847
Meats and poultry,0.0025180223442480654,102.877,0.0020765185971284602,142.004,38.032796446241626,-0.04415037471196051,Moderate price change pre-2020,-2.256489187853916,-0.0025255001451328276
Used auto margin,0.002021994298693028,101.627,0.0011910278878273168,135.288,33.12210337803931,-0.08309664108657111,Moderate price change pre-2020,-3.937878687625851,-0.025575710445900016
Men's and boys' clothing,0.00252478008753191,99.263,0.002625892359133775,110.167,10.984959148927587,0.010111227160186512,Moderate price change pre-2020,-2.370344142496039,0.001259813562433463
Motorcycles,0.00253250668289946,99.754,0.0028821331869565716,98.893,-0.8631232832768676,0.03496265040571116,Necessity-like pre-2020,15.568376662495954,-0.009842322043335456
"Milk, dairy products, and eggs",0.00248394297220373,102.221,0.002252021621299263,126.698,23.945177605384394,-0.023192135090446733,Moderate price change pre-2020,-5.483948516902137,0.007382902691654633
Membership clubs and participant sports centers,0.0024456006509910914,107.621,0.002482552197921883,123.805,15.037957275996327,0.00369515469307918,Luxury-like pre-2020,13.441693282315615,-0.012438117587765252
Meals at drinking places,0.0028509199202092174,107.13,0.0021273178853532812,143.277,33.74124894987398,-0.0723602034855936,Necessity-like pre-2020,13.671812828266749,0.04203978967584868
Other meats,0.002482295923661431,100.888,0.0021728067943356656,135.227,34.03675362778527,-0.03094891293257654,Moderate price change pre-2020,0.03767972235995121,-0.011405899474477895
Medical expenditures of foreigners,0.002313013243336017,108.201,0.0014445033106106552,139.86800000000002,29.266827478489144,-0.08685099327253619,Luxury-like pre-2020,20.458897399358733,-0.03432127352306388
Residential mental health and substance abuse,0.0025150915666948565,111.12,0.003035212383307423,143.959,29.552735781137507,0.05201208166125664,Necessity-like pre-2020,20.894304520480866,0.02452658989053969
Food supplied to military,0.0023203038552658995,106.398,0.0016686013146414939,142.04,33.498749976503305,-0.06517025406244056,Luxury-like pre-2020,15.012431088530963,-0.03214514427084718
"Motor vehicle fuels, lubricants, and fluids",0.0023451306899108485,115.477,0.0019979049451734412,133.88100000000003,15.937372810170004,-0.03472257447374072,Moderate price change pre-2020,2.955546441753887,-0.02869590771335615
Market-based PCE food and beverages purchased for off-premises consumption,0.0025862779735451057,101.79,0.0023561050544510264,130.157,27.86815993712546,-0.023017291909407933,Moderate price change pre-2020,0.5879737141163188,0.0075863433007580545
Major household appliances,0.0025460221694671493,101.638,0.0025863751219032632,114.298,12.455971191877047,0.004035295243611393,Moderate price change pre-2020,-10.492109341975485,0.039301134691693655
Miscellaneous household products,0.0026511668418512705,101.211,0.0028345000871102598,122.327,20.86334489334163,0.018333324525898927,Moderate price change pre-2020,-0.740442892728943,0.0053072127877667585
Other household services,0.002700796289839076,112.027,0.0022860882051186694,163.731,46.153159506190455,-0.04147080847204067,Necessity-like pre-2020,20.66283941708045,-0.007671829399726613
Standard clothing issued to military personnel,0.0027252113623484507,102.413,0.0020592849135492313,114.392,11.696757247615054,-0.06659264487992195,Necessity-like pre-2020,5.2819326651246445,0.01275308854147032
Fresh milk,0.0024620711364140824,103.256,0.002207574748998413,127.589,23.565700782521116,-0.02544963874156693,Moderate price change pre-2020,-7.357994562925607,-4.3365276293071825e-6
Medical care and hospitalization,0.0023550372024667356,108.747,0.0021458541147844293,130.37,19.883766908512413,-0.02091830876823062,Luxury-like pre-2020,16.016600166428407,-0.013969156216159543
Medical laboratories,0.002557793722284169,98.17,0.0028160640535138753,100.153,2.0199653662014816,0.025827033122970612,Moderate price change pre-2020,-2.051363917546345,-0.01003653624684791
Meals at limited service eating places,0.0026253227125184304,107.113,0.0024331957297176487,147.289,37.50805224389195,-0.019212698280078166,Necessity-like pre-2020,14.274588458707171,0.008883885427266643
Beer,0.00264794540867295,104.183,0.0026033482963121087,126.158,21.09269266578999,-0.00445971123608415,Necessity-like pre-2020,8.404261960751679,0.007973099317425602
Meals at other eating places,0.00252708111123071,107.124,0.002427123862131013,143.295,33.765542735521436,-0.009995724909969694,Luxury-like pre-2020,13.643741446803093,-0.015283922601568023
Market-based PCE motor vehicles and parts,0.0026006896482902225,100.936,0.0023736794038684496,126.562,25.38836490449392,-0.022701024442177288,Moderate price change pre-2020,0.14386205117522533,0.012051441166214746
Motor vehicles and parts,0.002550599995562657,101.039,0.0022594561522386743,127.755,26.441275151179244,-0.029114384332398248,Moderate price change pre-2020,-0.4796800819494518,0.01372273855619428
Motion picture theaters,0.0024025351758703898,104.656,0.002090566053162227,132.58200000000002,26.68361106864394,-0.03119691227081627,Necessity-like pre-2020,13.756521739130445,-0.008921108207098159
Miscellaneous personal care services,0.002838760826558715,108.094,0.0022556086321837768,159.423,47.485521860602816,-0.05831521943749384,Necessity-like pre-2020,12.838874680306889,0.03354987789093611
Musical instruments (part of 80),0.0026865783855107004,100.927,0.00273175927814432,126.399,25.238043338254368,0.00451808926336195,Moderate price change pre-2020,2.833533715077552,0.02175047015507527
"Moving, storage, and freight services",0.002511482592683054,108.846,0.0020501670925858017,127.713,17.333664075850265,-0.046131550009725214,Luxury-like pre-2020,29.731469231594374,-0.0724261004641426
Meals at schools,0.0022308545866378047,106.602,0.0015338579560522638,141.29,32.539727209620814,-0.06969966305855409,Luxury-like pre-2020,15.236684791421196,-0.06268010565092454
Museums and libraries,0.002487891044444829,104.437,0.0024257812379451897,132.506,26.87649013280735,-0.00621098064996395,Necessity-like pre-2020,13.590089404189598,7.301570776899191e-4
Mutual fund sales charges,0.0024121994754053504,107.769,0.0010045634393334463,202.671,88.06057400551177,-0.1407636036071904,Luxury-like pre-2020,32.11680621789608,-0.11958051417359258
Motor vehicle leasing,0.002496562270593992,100.496,0.0015854988892890936,133.278,32.62020378920554,-0.09110633813048984,Moderate price change pre-2020,-0.1440764698284136,0.022212476376080828
Motor vehicle parts and accessories,0.002454344541046532,104.012,0.0024796865970476627,130.728,25.685497827173798,0.002534205600113063,Moderate price change pre-2020,3.8448098561316257,0.009498844104297369
Motor vehicle rental,0.0027892767063834654,106.575,0.0021883772270578296,119.073,11.726952850105544,-0.06008994793256359,Necessity-like pre-2020,6.36970646651962,0.04462691615528701
Motor vehicle services,0.002522866604666592,105.388,0.0019802504390882074,147.601,40.0548449538847,-0.05426161655783844,Necessity-like pre-2020,8.870776128345792,-0.0017317771135214478
Market-based PCE excluding food,0.002599091042352109,104.081,0.002562348160727105,125.17,20.262103553962785,-0.003674288162500367,Necessity-like pre-2020,6.682998329250411,8.42497929324712e-4
Nonalcoholic beverages purchased for off-premises consumption,0.0025970564529763274,102.882,0.0021917838854397706,139.15200000000002,35.253980288097054,-0.04052725675365568,Moderate price change pre-2020,3.337719342299539,0.006176007424481614
New domestic autos,0.001997603447485746,99.806,9.530227019313792e-4,121.392,21.627958238983624,-0.10445807455543668,Moderate price change pre-2020,-1.5710214104675657,-0.15284926989747719
Nondurable goods,0.0025822814586998213,102.691,0.0025602640873640357,121.119,17.945097428206957,-0.0022017371335785515,Moderate price change pre-2020,1.393167456556088,0.0013321416529387103
Market-based PCE other nondurable goods,0.0026501495471633802,101.803,0.002884718239493456,115.593,13.545769771028372,0.023456869233007577,Moderate price change pre-2020,4.259350292900743,0.004075996990305069
New autos,0.0019493061711130352,99.877,0.0010661638385457148,121.431,21.580544069205132,-0.08831423325673204,Moderate price change pre-2020,-1.512656417942848,-0.16474311985441711
Nonelectric cookware and tableware,0.002895293345642921,92.839,0.003440745004927031,97.816,5.360893589978355,0.054545165928410966,Moderate price change pre-2020,-13.61563942236117,0.03612949096362902
"Nursery, elementary, and secondary schools (98)",0.00245662134344324,108.322,0.0022288363051351135,135.621,25.20171341001829,-0.022778503830812653,Luxury-like pre-2020,18.163868617119917,-0.015983787929728984
Net transactions in used autos,0.0011934319967082281,101.602,7.160395135500241e-4,135.254,33.121395248125026,-0.047739248315820396,Moderate price change pre-2020,-3.936992984512988,-0.13265099957459736
"Magazines, newspapers, and stationery (part of 90)",0.0025966689121428455,109.898,0.0032279290518905024,134.271,22.17783763125807,0.06312601397476568,Necessity-like pre-2020,11.665667516790768,0.005535228843210095
New foreign autos,0.0018124315929875642,99.836,0.0013870510189575736,121.429,21.628470691934787,-0.042538057402999055,Moderate price change pre-2020,-1.5715271615892812,-0.1984354651117185
New motor vehicles,0.002647436761329005,99.794,0.0023888891315854673,121.994,22.245826402388925,-0.025854762974353775,Moderate price change pre-2020,0.23100719135431547,-0.0011550797503354082
Gross output of nonprofit institutions,0.002544641555247869,105.623,0.0023868050582223975,132.816,25.745339556725334,-0.015783649702547174,Necessity-like pre-2020,11.218397582369,-0.008128988780402215
Nonprofit hospitals' services to households,0.0026322015623127387,105.577,0.0026122256472721076,127.44,20.708108773691247,-0.001997591504063114,Necessity-like pre-2020,9.53902659182637,-2.6283744956542843e-6
Final consumption expenditures of nonprofit institutions serving households (NPISHs),0.002470088387406744,105.2,0.0020701261028705834,148.21399999999997,40.88783269961973,-0.03999622845361605,Luxury-like pre-2020,12.74126308795318,-0.01997797976724864
Nonprofit nursing homes' services to households,0.0023051170988538186,108.637,0.0018437837121410546,133.82000000000002,23.180868396586817,-0.0461333386712764,Luxury-like pre-2020,15.911612820622256,-0.04616549377489381
Less: Receipts from sales of goods and services by nonprofit institutions,0.002571260766247673,105.775,0.0025156368625606127,127.47,20.510517608130453,-0.005562390368706038,Necessity-like pre-2020,10.673404900914484,-0.003892966928971007
Used autos,0.001702442660184917,101.458,0.0010000947051030183,135.753,33.80216444242936,-0.07023479550818987,Moderate price change pre-2020,-4.1773311547869785,-0.06552564916592193
Net purchases of used motor vehicles,0.002436396556195891,101.663,0.001967445411405501,135.31,33.0966034840601,-0.04689511447903898,Moderate price change pre-2020,-3.9138406865524944,0.03956992030518286
Nonprescription drugs,0.0027238065268270777,99.936,0.003250092370540069,111.815,11.886607428754402,0.05262858437129914,Moderate price change pre-2020,-0.9357652656621585,0.030745141013940446
Energy goods and services,0.0023868155508122704,108.908,0.00205804248519817,137.985,26.698681455907746,-0.03287730656141002,Moderate price change pre-2020,1.2344301914854139,-0.03082106304875161
Nursing homes (52),0.0023902549757094244,108.613,0.0022471921820636878,133.82200000000003,23.209928829882266,-0.01430627936457366,Luxury-like pre-2020,15.88476927180582,-0.03662439823049163
Day care and nursery schools,0.002767307985385447,105.881,0.002701059274372948,135.86700000000002,28.320472983821475,-0.0066248711012498965,Necessity-like pre-2020,14.584866455997592,0.008015230784291436
New light trucks,0.0028810027774082677,99.761,0.002831073389561366,122.055,22.347410310642445,-0.00499293878469015,Moderate price change pre-2020,0.9430430339272933,0.05402597283955487
"Nonprofit nursing homes, gross output",0.0023719194500253014,105.761,0.001969749915605049,133.435,26.166545323890666,-0.040216953442025236,Luxury-like pre-2020,11.459947094965584,-0.037452735582187924
Other clothing materials and footwear (13 and 17),0.0025132507477358163,100.68,0.0026483362261206784,107.099,6.375645609852998,0.013508547838486217,Moderate price change pre-2020,-0.07840490675770084,0.0024017527836234665
Other durable goods,0.0027308791470381268,94.839,0.0032154045725451322,100.39,5.853077320511613,0.04845254255070055,Moderate price change pre-2020,-9.087510424754841,0.00968286580050673
Other delivery services (by non-U.S. postal facilities),0.002481690391109115,112.083,0.0018114004183456655,166.017,48.119697010251336,-0.06702899727634495,Necessity-like pre-2020,14.84855316009508,0.006544573763206992
"Food products, not elsewhere classified",0.0026393226251279728,100.546,0.002464817535168839,128.664,27.965309410618012,-0.017450508995913362,Moderate price change pre-2020,1.592401737900384,0.01213413546624206
"Financial service charges, fees, and commissions (108)",0.0024531092546398077,109.706,0.0022466711637229206,150.55200000000002,37.23223889304141,-0.020643809091688704,Luxury-like pre-2020,17.661064575982156,-0.0396869195368587
Fuel oil,0.0022034602939710363,119.476,0.0019277478216724157,152.941,28.009809501489833,-0.027571247229862057,Moderate price change pre-2020,-5.163477032250896,-0.044199552155937745
"Calculators, typewriters, and other information processing equipment",0.003192270730600698,74.356,0.0062034848351800575,36.285,-51.20097907364571,0.30112141045793595,Moderate price change pre-2020,-41.891670118239155,0.021534243577792534
Other professional medical services,0.0027983112520640176,101.502,0.0033189068698552707,113.478,11.798782290004128,0.0520595617791253,Moderate price change pre-2020,4.8336121955753875,0.03332694752919965
Owner-occupied mobile homes,0.0024704759282402258,108.259,0.002038003318245578,141.737,30.92398784396677,-0.043247260999464784,Luxury-like pre-2020,17.528470465623734,-0.03816565543754177
All other professional medical services,0.002642011189660255,101.5,0.0030583976994715723,113.477,11.800000000000011,0.041638650981131724,Moderate price change pre-2020,4.831546549337951,0.024261217580399994
Other medical products,0.002706875836664327,102.889,0.0033926109259069044,113.279,10.098261232979233,0.06857350892425776,Moderate price change pre-2020,1.6448668300007796,0.010889158590135202
Specialty outpatient care facilities and health and allied services,0.002866179340527576,101.503,0.0034320079281357006,113.479,11.798666049279326,0.05658285876081245,Moderate price change pre-2020,4.834645018694106,0.03726380554134978
Other nondurable goods,0.0026579730277393,101.833,0.0028791273119136824,115.904,13.817721170936736,0.022115428417438226,Moderate price change pre-2020,4.327469802989481,0.004452392748838718
Personal care products (part of 118),0.002649277580288045,98.973,0.0029567991230219303,113.938,15.12028533034262,0.030752154273388545,Moderate price change pre-2020,-1.7374383209396105,0.008564738803041845
"Hair, dental, shaving, and miscellaneous personal care products except electrical products",0.002613405831888855,100.825,0.0027610164618951044,121.242,20.24993801140591,0.014761063000624927,Moderate price change pre-2020,0.2625272222829933,0.008981855348392511
Other purchased meals,0.002581118836199375,107.115,0.0024250798671018488,145.517,35.8511879755403,-0.015603896909752602,Necessity-like pre-2020,13.95091541579343,-0.002225049608172141
"Amusement parks, campgrounds, and related recreational services",0.002551326634625436,105.895,0.002089704368983266,126.305,19.27380896170736,-0.04616222656421698,Necessity-like pre-2020,13.620025536206693,0.017562197944891427
Other road transportation service,0.003428089327774576,98.025,0.005291682699670161,96.817,-1.2323386891099353,0.1863593371895585,Moderate price change pre-2020,2.1498092995143825,0.09760822098566742
Owner-occupied stationary homes,0.0024990328434074402,108.258,0.0023542013335905304,141.737,30.925197214062706,-0.014483150981690982,Luxury-like pre-2020,17.52866076081292,-0.020176504064766624
Market-based PCE other services,0.002570824782810006,103.576,0.0023548225477660603,122.603,18.37008573414691,-0.021600223504394556,Necessity-like pre-2020,6.040378393873613,-0.004392226016578784
"Other recreational services (81, 94, and part of 92)",0.002660370936646471,107.047,0.0024809691037326284,145.529,35.948695432847245,-0.017940183291384255,Necessity-like pre-2020,14.322482805758474,0.022576177440249926
Other services,0.0026789728966536133,103.761,0.0026737659289835184,122.751,18.301674039378966,-5.206967670094882e-4,Necessity-like pre-2020,5.807313441967654,0.014008646357668722
"Outpatient services, gross output",0.002614544233087209,105.502,0.0022537850679910905,140.252,32.93776421300072,-0.036075916509611866,Necessity-like pre-2020,11.597452876092152,0.02000669909802137
Outpatient services to households,0.0026766718729548133,103.052,0.002760114699382237,116.289,12.844971470713817,0.008344282642742387,Necessity-like pre-2020,5.6250256242056595,0.041626319387140204
Outpatient services,0.0026599107319067107,103.06,0.002892192848766773,115.736,12.299631282747914,0.02322821168600623,Moderate price change pre-2020,4.3666707173816155,0.02007235052979804
Other video equipment,0.002116360491645927,97.872,0.0021586190641332305,84.70700000000001,-13.451242439104128,0.0042258572487303536,Moderate price change pre-2020,-10.633052402823306,-0.06131302113698356
"Video discs, tapes, and permanent digital downloads",0.002922396982684578,93.004,0.002947240440385543,114.483,23.09470560406004,0.002484345770096489,Moderate price change pre-2020,-12.461056257824033,-0.019037344540813676
Other motor vehicle services (61),0.0025336450840978135,103.246,0.0018360285545304014,125.697,21.745152354570642,-0.06976165295674121,Moderate price change pre-2020,4.476735949484922,0.015904506102757322
Imputed rental of owner-occupied nonfarm housing (21),0.002497821778302809,108.265,0.0023406548567305777,141.74299999999997,30.922274049785226,-0.01571669215722311,Luxury-like pre-2020,17.53626020496788,-0.020946581937670045
Accessories and parts,0.0024072825510805455,106.059,0.002413477189436298,133.504,25.87710613903582,6.194638355752537e-4,Necessity-like pre-2020,7.755064718671889,0.004635235032553631
Household paper products,0.002475417073867123,105.731,0.002015819960429058,142.771,35.0322989473286,-0.04595971134380649,Necessity-like pre-2020,5.649649769677345,0.005469866035963909
Pari-mutuel net receipts,0.0025944405523503234,105.505,0.0024015338459325527,132.593,25.67461257760295,-0.019290670641777072,Necessity-like pre-2020,9.472275255250251,0.010170012551329868
PCE excluding food and energy,0.002590419816202946,104.322,0.002558761149842591,127.422,22.142980387645927,-0.0031658666360354863,Necessity-like pre-2020,8.387619611632346,2.232217892542132e-5
Personal consumption expenditures,0.0025816032622412275,104.307,0.002520305988460567,128.093,22.803838668545716,-0.006129727378066056,Necessity-like pre-2020,7.4001235584843394,-6.356452157244702e-4
Market-based PCE,0.002598025305060033,103.876,0.0025431105604526165,125.634,20.946128075782667,-0.0054914744607416615,Necessity-like pre-2020,6.133458665822045,0.0014456503284028966
Personal care services,0.002787532772632796,107.494,0.0021729671076712864,151.29299999999998,40.74552998306879,-0.06145656649615096,Necessity-like pre-2020,12.71022941743909,0.012829667157652352
Market-based PCE excluding food and energy,0.0026109837016795915,103.825,0.0025926073028255197,124.49,19.903684083794836,-0.0018376398854071802,Necessity-like pre-2020,7.070300817787145,0.0025509409520252293
Nonprofit private higher education services to households,0.0024585590476106506,105.774,0.0020676612853354143,117.045,10.655737704918034,-0.03908977622752363,Luxury-like pre-2020,13.069226493351005,-0.0331382647421356
Pension funds,0.0024648081435505497,107.603,0.0022861683617864796,134.092,24.617343382619474,-0.01786397817640701,Necessity-like pre-2020,11.963997710837093,0.0017219554057772927
Market-based PCE personal care and clothing services,0.0027363047187068763,107.588,0.002135293473800413,151.30700000000002,40.63557274045435,-0.06010112449064634,Necessity-like pre-2020,13.003108982438437,0.007867033420471152
PCE food and energy,0.0025147766897676525,104.193,0.002254266007997953,132.501,27.16881172439607,-0.026051068176969956,Moderate price change pre-2020,0.5103025158203378,-0.005804956477476614
Parking fees and tolls,0.002407670091914028,105.958,0.001954119365382027,127.896,20.704430057192468,-0.04535507265320009,Luxury-like pre-2020,12.849733206948333,-0.023204163666372315
Processed fruits and vegetables,0.0026569072904472244,101.173,0.0023981873050514697,131.465,29.94079448074092,-0.02587199853957547,Moderate price change pre-2020,-0.5025372723338917,0.022528063489021248
Pharmaceutical and other medical products (40 and 41),0.002700021208172112,102.924,0.003095630471669488,110.069,6.94201546772375,0.03956092634973762,Necessity-like pre-2020,11.045896899208074,-0.007616781713669276
Physician services (44),0.0026415267636184024,102.508,0.0027876685539420516,112.269,9.522183634448055,0.014614179032364921,Moderate price change pre-2020,1.688391563994207,0.02395870959176999
Photo studios,0.0028484009047915833,96.423,0.003180796931218005,103.826,7.677628781514767,0.03323960264264218,Moderate price change pre-2020,-4.27293575704627,0.014616699899831125
Purchased meals and beverages (102),0.0025824752291165624,106.682,0.002426302256285957,143.33800000000002,34.36006074126845,-0.015617297283060556,Necessity-like pre-2020,13.317895989123052,-0.0031857576819375837
Market-based PCE excluding energy,0.0026088037844912548,103.634,0.002569261673325749,125.047,20.66213790840843,-0.003954211116550567,Necessity-like pre-2020,6.455059065228563,0.0030288674601487795
Market-based PCE food and energy,0.0025146798045592817,104.194,0.0022541457729962373,132.494,27.16087298692822,-0.026053403156304448,Moderate price change pre-2020,0.5170850296166263,-0.005795313936453762
Portfolio management and investment advice services,0.0023848294040406744,113.272,0.0022871102026332515,175.853,55.24842856133907,-0.009771920140742288,Luxury-like pre-2020,25.803263030464585,-0.06506996240203208
Paramedical services (46),0.0027167339066160286,102.752,0.00324754739633709,115.594,12.498053565867329,0.05308134897210612,Necessity-like pre-2020,5.5978623914495484,0.02176418451678864
Pharmaceutical products,0.002699948544265834,102.925,0.0030925043616248844,110.021,6.894340539227595,0.03925558173590504,Necessity-like pre-2020,11.160911967685848,-0.0078394513650219
Pork,0.002540136393058639,102.845,0.002292140033538352,128.765,25.20297535125673,-0.024799635952028713,Moderate price change pre-2020,-6.1641773341484125,0.009776719026804125
Poultry,0.0025770012148436275,101.369,0.002190822005426046,134.71899999999997,32.89960441555107,-0.03861792094175813,Moderate price change pre-2020,-1.1699441351675444,-0.004887499660294987
Market-based PCE professional services,0.0024843062917351195,105.673,0.0023078307012622317,139.023,31.559622609370418,-0.017647559047288777,Luxury-like pre-2020,14.693656048190151,-0.018216514961729532
Accounting and other business services,0.0026353503315847807,107.378,0.00283033194038412,145.781,35.76430926260501,0.01949816087993394,Necessity-like pre-2020,18.529229954079838,-0.0023250606010380166
Pets and related products,0.0025851637936488447,104.393,0.0028733961101652414,122.122,16.982939469121483,0.028823231651639667,Moderate price change pre-2020,2.5159332619732577,0.018454968447568013
Professional and other services (121),0.0024832163331409514,105.783,0.002284244601759031,138.88600000000002,31.29330799844967,-0.019897173138192035,Luxury-like pre-2020,14.636366591891804,-0.018761840503127465
Postal and delivery services (68),0.0023229681984960893,110.714,0.0015806494108865663,157.722,42.458948281156864,-0.0742318787609523,Luxury-like pre-2020,13.365621896150959,-0.044363814329072535
First-class postal service (by U.S. Postal Service),0.0021477512991579795,109.305,0.0013438265358408322,144.83200000000002,32.502630254791654,-0.08039247633171473,Luxury-like pre-2020,11.768374984661945,-0.09898457355234075
Public transportation,0.0029345560763350802,108.191,0.0034279199380773725,122.023,12.784797256703406,0.049336386174229224,Necessity-like pre-2020,5.8268286480036124,0.03480599994774309
Workers' compensation,0.0028645807345894624,96.216,0.002592567224491614,78.44400000000002,-18.47094038413567,-0.027201351009784828,Moderate price change pre-2020,-4.9108069377872265,0.051908776751973404
PCE excluding energy,0.0025901291605778345,104.117,0.0025416877795989825,127.676,22.627428758031833,-0.004844138097885196,Necessity-like pre-2020,7.7425363481140375,6.339432380574224e-4
PCE excluding food,0.0025811915001056527,104.519,0.0025346139536647177,127.892,22.362441278619194,-0.004657754644093494,Necessity-like pre-2020,7.985329062919733,-0.0013257927917221819
Recreational books (part of 90),0.0024450193397408683,99.784,0.0029020521189074477,105.81,6.0390443357652535,0.04570327791665794,Moderate price change pre-2020,-3.552131762340638,0.007721280412425775
Recreation services,0.0025169808282580817,105.666,0.0023079108579300424,130.67299999999997,23.666079912176087,-0.020906997032803937,Necessity-like pre-2020,12.733247271447024,-0.004593135313046186
"Recreation services, gross output",0.002528558610658361,105.322,0.0023577683053080914,133.67,26.91555420519929,-0.01707903053502695,Necessity-like pre-2020,10.775476718869982,-0.008693405898917237
Market-based PCE recreation services,0.0025557833542104807,105.707,0.002253344206318134,129.86,22.849007161304378,-0.030243914789234664,Necessity-like pre-2020,13.88140742496391,0.0010103433679924893
Recreation services to households,0.0024154209085836703,106.145,0.0025153963925571817,127.325,19.953836732771222,0.009997548397351142,Luxury-like pre-2020,13.4840109907733,-0.010283651990845204
Recording media,0.002521389105238941,92.208,0.0025984787787426285,111.574,21.002516050668053,0.007708967350368752,Moderate price change pre-2020,-11.44234647816984,-0.10313010591802987
Employee reimbursement,0.002272442562330856,106.587,0.0016827489665100237,119.086,11.726570782553214,-0.05896935958208322,Luxury-like pre-2020,6.370005189413597,-0.0483504079630344
Garbage and trash collection,0.0023737360476822483,108.376,0.0020878206872897223,146.006,34.72170960360226,-0.028591536039252602,Luxury-like pre-2020,13.667208558393206,-0.01157733302439034
"Recreational items (parts of 80, 92, and 93)",0.0028894075692344114,93.435,0.0037979030775230817,101.663,8.806121902927156,0.09084955082886703,Moderate price change pre-2020,-15.198627712582024,0.060958498088310636
Religious organizations' services to households,0.002374099367213638,106.546,0.0017780752837035048,134.94,26.64952227207027,-0.05960240835101334,Luxury-like pre-2020,12.885658586201053,-0.03738939235823362
Less: Personal remittances in kind to nonresidents,0.002424770331191427,103.076,9.7111806968957e-4,125.005,21.274593503822437,-0.14536522615018568,Moderate price change pre-2020,1.5727236893969154,-0.14199569463259304
"Religious organizations, gross output",0.00237310629382784,106.545,0.0017781955187052205,134.939,26.649772396639904,-0.059491077512261945,Luxury-like pre-2020,12.884599084590608,-0.0335727788800463
Recreational goods and vehicles,0.0031183473166139807,90.326,0.004538570727257842,83.87899999999999,-7.137479795407753,0.14202234106438613,Moderate price change pre-2020,-17.948112350568667,0.08787609527339717
Other recreational vehicles,0.0023247121322467587,108.538,0.0022041280122825674,116.784,7.597339180747764,-0.012058411996419133,Necessity-like pre-2020,6.821380416703571,0.055133574882276944
"Membership clubs, sports centers, parks, theaters, and museums (82)",0.002597371329903532,106.273,0.002417545140327674,125.926,18.49293799930369,-0.017982618957585773,Necessity-like pre-2020,14.504746204652452,0.013705185538586285
Road transportation,0.003212543960452232,101.245,0.003996912044529275,104.064,2.7843350288903057,0.07843680840770433,Necessity-like pre-2020,6.090136535579926,0.07223441874596544
Maintenance and repair of recreational vehicles and sports equipment,0.0025014065310125185,102.32,0.002909807276518101,110.468,7.963252541047705,0.040840074550558235,Moderate price change pre-2020,-1.1620606048897364,-0.004562656384823156
"Audio discs, tapes, vinyl, and permanent digital downloads",0.0015122085535493747,90.75,0.0017302417921876672,100.91400000000002,11.20000000000001,0.021803323863829258,Moderate price change pre-2020,-8.381456204821713,-0.3194684082920532
Prescription drugs,0.0026950800625452145,103.531,0.003065872308744889,109.485,5.750934502709337,0.03707922461996743,Luxury-like pre-2020,13.687874728219107,-0.015829513118999522
Social advocacy and civic and social organizations,0.0025673369153086665,106.563,0.003194143016408432,134.515,26.230492760151257,0.06268061010997654,Luxury-like pre-2020,13.605398663127266,-0.02357222859854305
"Social advocacy establishments, gross output",0.0027157892758344158,105.584,0.0030758317747203276,130.57899999999998,23.673094408243657,0.03600424988859118,Necessity-like pre-2020,15.139420507955204,0.004876551842886026
Services of social advocacy establishments to households,0.002519766277998735,105.555,0.0037379258508339736,130.542,23.67201932641749,0.12181595728352387,Luxury-like pre-2020,15.140441778020207,-0.01942871913317469
Housing at schools,0.0024786385070454434,105.833,0.0021063368775539174,125.482,18.56604272769362,-0.0372301629491526,Luxury-like pre-2020,13.59128474830953,-0.027316576451720184
Repair and hire of footwear,0.0023113904160958106,108.091,0.0015715516290900897,159.41899999999998,47.48591464599272,-0.07398387870057209,Luxury-like pre-2020,12.838098817241338,-0.080811826784522
