year,value,item_text,demographics_text,characteristics_text,total_expend,cpi_index
2010,3227,Food away from home,Age of reference person,Reference person from age 35 to 44,55946,226.1135
2011,3171,Food away from home,Age of reference person,Reference person from age 35 to 44,57271,231.40116666666668
2012,3210,Food away from home,Age of reference person,Reference person from age 35 to 44,58069,237.9865
2013,3280,Food away from home,Age of reference person,Reference person from age 35 to 44,58784,243.0685
2014,3388,Food away from home,Age of reference person,Reference person from age 35 to 44,62512,248.98108333333332
2015,3900,Food away from home,Age of reference person,Reference person from age 35 to 44,65334,256.10066666666665
2016,3975,Food away from home,Age of reference person,Reference person from age 35 to 44,66444,262.69533333333334
2017,4249,Food away from home,Age of reference person,Reference person from age 35 to 44,69034,268.8258333333333
2018,4395,Food away from home,Age of reference person,Reference person from age 35 to 44,71198,275.8930833333333
2019,4302,Food away from home,Age of reference person,Reference person from age 35 to 44,74890,284.4096666666667
2020,3141,Food away from home,Age of reference person,Reference person from age 35 to 44,74161,293.94433333333336
2021,3607,Food away from home,Age of reference person,Reference person from age 35 to 44,79712,307.29608333333334
2022,4250,Food away from home,Age of reference person,Reference person from age 35 to 44,86050,330.822
2023,4795,Food away from home,Age of reference person,Reference person from age 35 to 44,90939,354.2556666666667
2024,5049,Food away from home,Age of reference person,Reference person from age 35 to 44,91229,368.74283333333335
1984,1759,Food away from home,Age of reference person,Reference person from age 45 to 54,28696,104.20833333333333
1985,2021,Food away from home,Age of reference person,Reference person from age 45 to 54,30946,108.325
1986,1994,Food away from home,Age of reference person,Reference person from age 45 to 54,32218,112.55833333333334
1987,1999,Food away from home,Age of reference person,Reference person from age 45 to 54,31708,117.03333333333333
1988,2210,Food away from home,Age of reference person,Reference person from age 45 to 54,33205,121.76666666666667
1989,2381,Food away from home,Age of reference person,Reference person from age 45 to 54,36073,127.39166666666667
1990,2482,Food away from home,Age of reference person,Reference person from age 45 to 54,37012,133.4
1991,2037,Food away from home,Age of reference person,Reference person from age 45 to 54,38137,137.90833333333333
1992,2131,Food away from home,Age of reference person,Reference person from age 45 to 54,37427,140.69166666666666
1993,2273,Food away from home,Age of reference person,Reference person from age 45 to 54,41020,143.225
1994,2295,Food away from home,Age of reference person,Reference person from age 45 to 54,41420,145.65
1995,2245,Food away from home,Age of reference person,Reference person from age 45 to 54,42179,148.95833333333334
1996,2416,Food away from home,Age of reference person,Reference person from age 45 to 54,42772,152.65833333333333
1997,2588,Food away from home,Age of reference person,Reference person from age 45 to 54,45239,157.00833333333333
1998,2611,Food away from home,Age of reference person,Reference person from age 45 to 54,45475,161.06666666666666
1999,2605,Food away from home,Age of reference person,Reference person from age 45 to 54,46511,165.1
2000,2638,Food away from home,Age of reference person,Reference person from age 45 to 54,46160,168.98333333333335
2001,2792,Food away from home,Age of reference person,Reference person from age 45 to 54,47930,173.85
2002,2700,Food away from home,Age of reference person,Reference person from age 45 to 54,48748,178.29166666666666
2003,2688,Food away from home,Age of reference person,Reference person from age 45 to 54,50101,182.1
2004,2955,Food away from home,Age of reference person,Reference person from age 45 to 54,52764,187.50833333333333
2005,3173,Food away from home,Age of reference person,Reference person from age 45 to 54,55854,193.41666666666666
2006,3292,Food away from home,Age of reference person,Reference person from age 45 to 54,57563,199.38333333333333
2007,3178,Food away from home,Age of reference person,Reference person from age 45 to 54,58331,206.659
2008,3244,Food away from home,Age of reference person,Reference person from age 45 to 54,61179,215.76925
2009,3102,Food away from home,Age of reference person,Reference person from age 45 to 54,58708,223.27191666666667
2010,2861,Food away from home,Age of reference person,Reference person from age 45 to 54,57788,226.1135
2011,3003,Food away from home,Age of reference person,Reference person from age 45 to 54,58050,231.40116666666668
2012,3210,Food away from home,Age of reference person,Reference person from age 45 to 54,62103,237.9865
2013,3206,Food away from home,Age of reference person,Reference person from age 45 to 54,60524,243.0685
2014,3394,Food away from home,Age of reference person,Reference person from age 45 to 54,65651,248.98108333333332
2015,3693,Food away from home,Age of reference person,Reference person from age 45 to 54,69753,256.10066666666665
2016,3979,Food away from home,Age of reference person,Reference person from age 45 to 54,71166,262.69533333333334
2017,4157,Food away from home,Age of reference person,Reference person from age 45 to 54,73905,268.8258333333333
2018,4397,Food away from home,Age of reference person,Reference person from age 45 to 54,75387,275.8930833333333
2019,4416,Food away from home,Age of reference person,Reference person from age 45 to 54,77356,284.4096666666667
2020,3000,Food away from home,Age of reference person,Reference person from age 45 to 54,74791,293.94433333333336
2021,4002,Food away from home,Age of reference person,Reference person from age 45 to 54,83854,307.29608333333334
2022,4868,Food away from home,Age of reference person,Reference person from age 45 to 54,91075,330.822
2023,5302,Food away from home,Age of reference person,Reference person from age 45 to 54,97319,354.2556666666667
2024,5069,Food away from home,Age of reference person,Reference person from age 45 to 54,100327,368.74283333333335
1984,1348,Food away from home,Age of reference person,Reference person from age 55 to 64,23401,104.20833333333333
1985,1440,Food away from home,Age of reference person,Reference person from age 55 to 64,24766,108.325
1986,1358,Food away from home,Age of reference person,Reference person from age 55 to 64,24808,112.55833333333334
1987,1577,Food away from home,Age of reference person,Reference person from age 55 to 64,25707,117.03333333333333
1988,1597,Food away from home,Age of reference person,Reference person from age 55 to 64,25765,121.76666666666667
1989,1813,Food away from home,Age of reference person,Reference person from age 55 to 64,28617,127.39166666666667
1990,1830,Food away from home,Age of reference person,Reference person from age 55 to 64,29263,133.4
1991,1578,Food away from home,Age of reference person,Reference person from age 55 to 64,31945,137.90833333333333
1992,1521,Food away from home,Age of reference person,Reference person from age 55 to 64,31704,140.69166666666666
1993,1741,Food away from home,Age of reference person,Reference person from age 55 to 64,32973,143.225
1994,1816,Food away from home,Age of reference person,Reference person from age 55 to 64,33682,145.65
1995,1708,Food away from home,Age of reference person,Reference person from age 55 to 64,32626,148.95833333333334
1996,1942,Food away from home,Age of reference person,Reference person from age 55 to 64,36132,152.65833333333333
1997,1946,Food away from home,Age of reference person,Reference person from age 55 to 64,35954,157.00833333333333
1998,2069,Food away from home,Age of reference person,Reference person from age 55 to 64,37329,161.06666666666666
1999,2136,Food away from home,Age of reference person,Reference person from age 55 to 64,39394,165.1
2000,2097,Food away from home,Age of reference person,Reference person from age 55 to 64,39340,168.98333333333335
2001,2204,Food away from home,Age of reference person,Reference person from age 55 to 64,41462,173.85
2002,2445,Food away from home,Age of reference person,Reference person from age 55 to 64,44330,178.29166666666666
2003,2215,Food away from home,Age of reference person,Reference person from age 55 to 64,44191,182.1
2004,2524,Food away from home,Age of reference person,Reference person from age 55 to 64,47299,187.50833333333333
2005,2715,Food away from home,Age of reference person,Reference person from age 55 to 64,49592,193.41666666666666
2006,2613,Food away from home,Age of reference person,Reference person from age 55 to 64,50789,199.38333333333333
2007,2784,Food away from home,Age of reference person,Reference person from age 55 to 64,53786,206.659
2008,2646,Food away from home,Age of reference person,Reference person from age 55 to 64,54783,215.76925
2009,2626,Food away from home,Age of reference person,Reference person from age 55 to 64,52463,223.27191666666667
2010,2387,Food away from home,Age of reference person,Reference person from age 55 to 64,50900,226.1135
2011,2611,Food away from home,Age of reference person,Reference person from age 55 to 64,53616,231.40116666666668
2012,2788,Food away from home,Age of reference person,Reference person from age 55 to 64,55636,237.9865
2013,2479,Food away from home,Age of reference person,Reference person from age 55 to 64,55892,243.0685
2014,2691,Food away from home,Age of reference person,Reference person from age 55 to 64,56267,248.98108333333332
2015,2792,Food away from home,Age of reference person,Reference person from age 55 to 64,58781,256.10066666666665
2016,3083,Food away from home,Age of reference person,Reference person from age 55 to 64,61346,262.69533333333334
2017,3229,Food away from home,Age of reference person,Reference person from age 55 to 64,64972,268.8258333333333
2018,3268,Food away from home,Age of reference person,Reference person from age 55 to 64,66212,275.8930833333333
2019,3486,Food away from home,Age of reference person,Reference person from age 55 to 64,69494,284.4096666666667
2020,2217,Food away from home,Age of reference person,Reference person from age 55 to 64,64918,293.94433333333336
2021,2895,Food away from home,Age of reference person,Reference person from age 55 to 64,70570,307.29608333333334
2022,3811,Food away from home,Age of reference person,Reference person from age 55 to 64,78082,330.822
2023,3744,Food away from home,Age of reference person,Reference person from age 55 to 64,83379,354.2556666666667
2024,4040,Food away from home,Age of reference person,Reference person from age 55 to 64,84946,368.74283333333335
1988,872,Food away from home,Age of reference person,Reference person age 65 or over,17297,121.76666666666667
1989,1004,Food away from home,Age of reference person,Reference person age 65 or over,18967,127.39166666666667
1990,1009,Food away from home,Age of reference person,Reference person age 65 or over,18551,133.4
1991,925,Food away from home,Age of reference person,Reference person age 65 or over,19692,137.90833333333333
1992,987,Food away from home,Age of reference person,Reference person age 65 or over,20616,140.69166666666666
1993,901,Food away from home,Age of reference person,Reference person age 65 or over,21322,143.225
1994,1006,Food away from home,Age of reference person,Reference person age 65 or over,22527,145.65
1995,1021,Food away from home,Age of reference person,Reference person age 65 or over,22249,148.95833333333334
1996,993,Food away from home,Age of reference person,Reference person age 65 or over,24029,152.65833333333333
1997,1193,Food away from home,Age of reference person,Reference person age 65 or over,24413,157.00833333333333
1998,1192,Food away from home,Age of reference person,Reference person age 65 or over,24721,161.06666666666666
1999,1245,Food away from home,Age of reference person,Reference person age 65 or over,26521,165.1
2000,1205,Food away from home,Age of reference person,Reference person age 65 or over,26533,168.98333333333335
2001,1314,Food away from home,Age of reference person,Reference person age 65 or over,27714,173.85
2002,1362,Food away from home,Age of reference person,Reference person age 65 or over,28105,178.29166666666666
2003,1321,Food away from home,Age of reference person,Reference person age 65 or over,29376,182.1
2004,1484,Food away from home,Age of reference person,Reference person age 65 or over,31104,187.50833333333333
2005,1558,Food away from home,Age of reference person,Reference person age 65 or over,32866,193.41666666666666
2006,1659,Food away from home,Age of reference person,Reference person age 65 or over,35058,199.38333333333333
2007,1610,Food away from home,Age of reference person,Reference person age 65 or over,36530,206.659
2008,1617,Food away from home,Age of reference person,Reference person age 65 or over,36844,215.76925
2009,1679,Food away from home,Age of reference person,Reference person age 65 or over,37562,223.27191666666667
2010,1608,Food away from home,Age of reference person,Reference person age 65 or over,36802,226.1135
2011,1849,Food away from home,Age of reference person,Reference person age 65 or over,39173,231.40116666666668
2012,1785,Food away from home,Age of reference person,Reference person age 65 or over,40410,237.9865
2013,1864,Food away from home,Age of reference person,Reference person age 65 or over,41403,243.0685
2014,2064,Food away from home,Age of reference person,Reference person age 65 or over,43635,248.98108333333332
2015,2108,Food away from home,Age of reference person,Reference person age 65 or over,44664,256.10066666666665
2016,2232,Food away from home,Age of reference person,Reference person age 65 or over,45756,262.69533333333334
2017,2511,Food away from home,Age of reference person,Reference person age 65 or over,49542,268.8258333333333
2018,2598,Food away from home,Age of reference person,Reference person age 65 or over,50860,275.8930833333333
2019,2536,Food away from home,Age of reference person,Reference person age 65 or over,50220,284.4096666666667
2020,1494,Food away from home,Age of reference person,Reference person age 65 or over,47573,293.94433333333336
2021,1994,Food away from home,Age of reference person,Reference person age 65 or over,52141,307.29608333333334
2022,2509,Food away from home,Age of reference person,Reference person age 65 or over,57833,330.822
2023,2741,Food away from home,Age of reference person,Reference person age 65 or over,60087,354.2556666666667
2024,2689,Food away from home,Age of reference person,Reference person age 65 or over,61432,368.74283333333335
1984,886,Food away from home,Age of reference person,Reference person from age 65 to 74,15842,104.20833333333333
1985,974,Food away from home,Age of reference person,Reference person from age 65 to 74,17938,108.325
1986,958,Food away from home,Age of reference person,Reference person from age 65 to 74,17506,112.55833333333334
1987,1074,Food away from home,Age of reference person,Reference person from age 65 to 74,18888,117.03333333333333
1988,1081,Food away from home,Age of reference person,Reference person from age 65 to 74,20120,121.76666666666667
1989,1157,Food away from home,Age of reference person,Reference person from age 65 to 74,21152,127.39166666666667
1990,1199,Food away from home,Age of reference person,Reference person from age 65 to 74,20901,133.4
1991,1102,Food away from home,Age of reference person,Reference person from age 65 to 74,22564,137.90833333333333
1992,1174,Food away from home,Age of reference person,Reference person from age 65 to 74,22862,140.69166666666666
1993,1070,Food away from home,Age of reference person,Reference person from age 65 to 74,23706,143.225
1994,1196,Food away from home,Age of reference person,Reference person from age 65 to 74,25059,145.65
1995,1285,Food away from home,Age of reference person,Reference person from age 65 to 74,25277,148.95833333333334
1996,1193,Food away from home,Age of reference person,Reference person from age 65 to 74,27739,152.65833333333333
1997,1466,Food away from home,Age of reference person,Reference person from age 65 to 74,27792,157.00833333333333
1998,1426,Food away from home,Age of reference person,Reference person from age 65 to 74,27830,161.06666666666666
1999,1571,Food away from home,Age of reference person,Reference person from age 65 to 74,29864,165.1
2000,1418,Food away from home,Age of reference person,Reference person from age 65 to 74,30782,168.98333333333335
2001,1612,Food away from home,Age of reference person,Reference person from age 65 to 74,32023,173.85
2002,1602,Food away from home,Age of reference person,Reference person from age 65 to 74,32243,178.29166666666666
2003,1656,Food away from home,Age of reference person,Reference person from age 65 to 74,33629,182.1
2004,1822,Food away from home,Age of reference person,Reference person from age 65 to 74,36512,187.50833333333333
2005,1933,Food away from home,Age of reference person,Reference person from age 65 to 74,38573,193.41666666666666
2006,2110,Food away from home,Age of reference person,Reference person from age 65 to 74,40960,199.38333333333333
2007,1878,Food away from home,Age of reference person,Reference person from age 65 to 74,42262,206.659
2008,1917,Food away from home,Age of reference person,Reference person from age 65 to 74,41433,215.76925
2009,1994,Food away from home,Age of reference person,Reference person from age 65 to 74,42957,223.27191666666667
2010,1935,Food away from home,Age of reference person,Reference person from age 65 to 74,41434,226.1135
2011,2210,Food away from home,Age of reference person,Reference person from age 65 to 74,44646,231.40116666666668
2012,2074,Food away from home,Age of reference person,Reference person from age 65 to 74,45968,237.9865
2013,2292,Food away from home,Age of reference person,Reference person from age 65 to 74,46757,243.0685
2014,2567,Food away from home,Age of reference person,Reference person from age 65 to 74,48885,248.98108333333332
2015,2411,Food away from home,Age of reference person,Reference person from age 65 to 74,49477,256.10066666666665
2016,2616,Food away from home,Age of reference person,Reference person from age 65 to 74,50873,262.69533333333334
2017,2769,Food away from home,Age of reference person,Reference person from age 65 to 74,54997,268.8258333333333
2018,3046,Food away from home,Age of reference person,Reference person from age 65 to 74,56268,275.8930833333333
2019,2894,Food away from home,Age of reference person,Reference person from age 65 to 74,55087,284.4096666666667
2020,1696,Food away from home,Age of reference person,Reference person from age 65 to 74,52364,293.94433333333336
2021,2298,Food away from home,Age of reference person,Reference person from age 65 to 74,56435,307.29608333333334
2022,2946,Food away from home,Age of reference person,Reference person from age 65 to 74,60860,330.822
2023,3134,Food away from home,Age of reference person,Reference person from age 65 to 74,65149,354.2556666666667
2024,2841,Food away from home,Age of reference person,Reference person from age 65 to 74,65354,368.74283333333335
1984,475,Food away from home,Age of reference person,Reference person age 75 or over,11122,104.20833333333333
1985,570,Food away from home,Age of reference person,Reference person age 75 or over,13012,108.325
1986,587,Food away from home,Age of reference person,Reference person age 75 or over,12198,112.55833333333334
1987,609,Food away from home,Age of reference person,Reference person age 75 or over,12230,117.03333333333333
1988,566,Food away from home,Age of reference person,Reference person age 75 or over,13339,121.76666666666667
1989,792,Food away from home,Age of reference person,Reference person age 75 or over,15919,127.39166666666667
1990,752,Food away from home,Age of reference person,Reference person age 75 or over,15450,133.4
1991,684,Food away from home,Age of reference person,Reference person age 75 or over,15782,137.90833333333333
1992,741,Food away from home,Age of reference person,Reference person age 75 or over,17794,140.69166666666666
1993,679,Food away from home,Age of reference person,Reference person age 75 or over,18350,143.225
1994,759,Food away from home,Age of reference person,Reference person age 75 or over,19280,145.65
1995,698,Food away from home,Age of reference person,Reference person age 75 or over,18572,148.95833333333334
1996,756,Food away from home,Age of reference person,Reference person age 75 or over,19603,152.65833333333333
1997,863,Food away from home,Age of reference person,Reference person age 75 or over,20279,157.00833333333333
1998,906,Food away from home,Age of reference person,Reference person age 75 or over,20987,161.06666666666666
1999,898,Food away from home,Age of reference person,Reference person age 75 or over,22884,165.1
2000,971,Food away from home,Age of reference person,Reference person age 75 or over,21908,168.98333333333335
2001,994,Food away from home,Age of reference person,Reference person age 75 or over,23099,173.85
2002,1107,Food away from home,Age of reference person,Reference person age 75 or over,23759,178.29166666666666
2003,968,Food away from home,Age of reference person,Reference person age 75 or over,25016,182.1
2004,1138,Food away from home,Age of reference person,Reference person age 75 or over,25763,187.50833333333333
2005,1166,Food away from home,Age of reference person,Reference person age 75 or over,27018,193.41666666666666
2006,1193,Food away from home,Age of reference person,Reference person age 75 or over,28904,199.38333333333333
2007,1319,Food away from home,Age of reference person,Reference person age 75 or over,30414,206.659
2008,1268,Food away from home,Age of reference person,Reference person age 75 or over,31692,215.76925
2009,1338,Food away from home,Age of reference person,Reference person age 75 or over,31676,223.27191666666667
2010,1230,Food away from home,Age of reference person,Reference person age 75 or over,31529,226.1135
2011,1429,Food away from home,Age of reference person,Reference person age 75 or over,32688,231.40116666666668
2012,1426,Food away from home,Age of reference person,Reference person age 75 or over,33530,237.9865
2013,1319,Food away from home,Age of reference person,Reference person age 75 or over,34382,243.0685
2014,1397,Food away from home,Age of reference person,Reference person age 75 or over,36673,248.98108333333332
2015,1702,Food away from home,Age of reference person,Reference person age 75 or over,38123,256.10066666666665
2016,1712,Food away from home,Age of reference person,Reference person age 75 or over,38691,262.69533333333334
2017,2142,Food away from home,Age of reference person,Reference person age 75 or over,41849,268.8258333333333
2018,1953,Food away from home,Age of reference person,Reference person age 75 or over,43181,275.8930833333333
2019,2031,Food away from home,Age of reference person,Reference person age 75 or over,43623,284.4096666666667
2020,1197,Food away from home,Age of reference person,Reference person age 75 or over,40814,293.94433333333336
2021,1549,Food away from home,Age of reference person,Reference person age 75 or over,45820,307.29608333333334
2022,1880,Food away from home,Age of reference person,Reference person age 75 or over,53496,330.822
2023,2187,Food away from home,Age of reference person,Reference person age 75 or over,53031,354.2556666666667
2024,2472,Food away from home,Age of reference person,Reference person age 75 or over,55834,368.74283333333335
1984,1186,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,10894,102.775
1985,1302,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,11417,104.25833333333333
1986,1243,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,11477,107.275
1987,1321,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,10355,111.875
1988,1322,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,10893,116.55833333333334
1989,1513,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,12119,124.23333333333333
1990,1609,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,12909,132.33333333333334
1991,1726,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,13464,135.8
1992,1654,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,12643,136.8
1993,1847,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,13957,140.05
1994,1821,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,14356,144.08333333333334
1995,1827,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,14607,148.75
1996,1918,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,15896,154.26666666666668
1997,1878,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,16008,158.13333333333333
1998,1772,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,16630,161.125
1999,1834,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,16750,164.23333333333335
2000,1826,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,17940,167.85833333333332
2001,2124,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,18883,173.38333333333333
2002,2144,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,19061,175.59166666666667
2003,2119,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,18492,179.40833333333333
2004,2044,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,17837,186.19166666666666
2005,1980,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,19120,189.78333333333333
2006,2138,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,20410,193.10833333333335
2007,2005,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,20471,201.25366666666667
2008,2369,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,22304,214.13883333333334
2009,2463,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,21611,215.12208333333334
2010,2270,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,20953,215.8305
2011,2448,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,22001,226.19883333333334
2012,2416,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,22154,231.74966666666666
2013,2514,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,22393,233.85483333333335
2014,2506,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,23713,239.44933333333333
2015,2499,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,24470,242.25008333333332
2016,2502,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,25138,239.07141666666666
2017,2582,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,26019,238.59408333333334
2018,2709,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,26399,239.65933333333334
2019,2790,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,28672,241.76675
2020,3099,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,28732,250.21283333333332
2021,3524,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,30869,258.8825
2022,3624,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,32618,288.45758333333333
2023,3707,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,33776,302.9105833333333
2024,3843,Food at home,Quintiles of income before taxes,Lowest 20 percent income quintile,35046,306.53991666666667
1984,1688,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,14337,102.775
1985,1638,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,15092,104.25833333333333
1986,1633,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,14639,107.275
1987,1830,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,15686,111.875
1988,1831,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,16880,116.55833333333334
1989,2019,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,17616,124.23333333333333
1990,2063,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,17927,132.33333333333334
1991,2303,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,18986,135.8
1992,2284,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,19257,136.8
1993,2334,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,19712,140.05
1994,2358,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,20891,144.08333333333334
1995,2605,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,22126,148.75
1996,2525,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,22799,154.26666666666668
1997,2576,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,23558,158.13333333333333
1998,2310,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,23709,161.125
1999,2472,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,24840,164.23333333333335
2000,2765,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,26550,167.85833333333332
2001,2731,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,26492,173.38333333333333
2002,2677,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,27140,175.59166666666667
2003,2713,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,26729,179.40833333333333
2004,2659,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,27410,186.19166666666666
2005,2527,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,28921,189.78333333333333
2006,2647,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,30224,193.10833333333335
2007,2741,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,31150,201.25366666666667
2008,2929,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,31751,214.13883333333334
2009,2999,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,31382,215.12208333333334
2010,2816,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,30285,215.8305
2011,3051,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,32092,226.19883333333334
2012,2991,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,32632,231.74966666666666
2013,3221,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,32559,233.85483333333335
2014,3138,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,33546,239.44933333333333
2015,3271,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,35063,242.25008333333332
2016,3112,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,36770,239.07141666666666
2017,3622,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,39300,238.59408333333334
2018,3620,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,39968,239.65933333333334
2019,3672,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,40472,241.76675
2020,3820,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,39899,250.21283333333332
2021,4015,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,43918,258.8825
2022,4310,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,47665,288.45758333333333
2023,4680,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,48923,302.9105833333333
2024,4952,Food at home,Quintiles of income before taxes,Second 20 percent income quintile,50054,306.53991666666667
1984,1927,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,19469,102.775
1985,1957,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,20374,104.25833333333333
1986,1958,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,21088,107.275
1987,2061,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,21708,111.875
1988,2074,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,23290,116.55833333333334
1989,2360,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,24476,124.23333333333333
1990,2326,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,24687,132.33333333333334
1991,2577,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,26144,135.8
1992,2622,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,26573,136.8
1993,2640,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,26603,140.05
1994,2654,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,28513,144.08333333333334
1995,2705,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,29125,148.75
1996,2824,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,30402,154.26666666666668
1997,2876,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,31447,158.13333333333333
1998,2709,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,31400,161.125
1999,2832,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,33029,164.23333333333335
2000,3081,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,34716,167.85833333333332
2001,3113,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,35660,173.38333333333333
2002,3073,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,36881,175.59166666666667
2003,3114,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,36213,179.40833333333333
2004,3209,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,36980,186.19166666666666
2005,3017,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,39098,189.78333333333333
2006,3210,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,41431,193.10833333333335
2007,3333,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,42447,201.25366666666667
2008,3436,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,42659,214.13883333333334
2009,3355,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,41150,215.12208333333334
2010,3433,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,41212,215.8305
2011,3496,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,42403,226.19883333333334
2012,3633,Food at home,Quintiles of income before taxes,Third 20 percent income quintile,43004,231.74966666666666
